Sumber Air,No. Permohonan,Nama Lokasi,Lokasi Contoh Uji,Titik Koordinat,Parameter,Satuan,Tahun,Bulan,Konsentrasi,Baku Mutu,Metode Uji
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Suhu,?C,2022,April,27.3,suhu udara ? 3?C,SNI 06 - 6989.23 - 2005
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",DHL,?mhos/cm,2022,April,254.0,Tidak dipersyaratkan,SNI 6989.1:2019
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Warna,TCU,2022,April,196.0,50,SNI 6989.80:2011
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",pH,,2022,April,6.13,9-Jun,SNI 6989.11 : 2019
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",klorida,mg/L,2022,April,7.8,800,SNI 6989.19-2009
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",COD,mg/L,2022,April,10.1,25,SNI 6989.2-2019
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",BOD,mg/L,2022,April,1.4,3,SNI 6989.72 :2009
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",DO,mg/L,2022,April,7.4,4,APHA 4500-O G. 2017
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Cu Terlarut,mg/L,2022,April,0.018,0.02,SNI 6989.6: 2009
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Ortofosfat,mg/L,2022,April,0.39,Tidak dipersyaratkan,SNI 6989-31:2021
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Nitrat Sebagai N,mg/L,2022,April,1.313,10,"SM APHA 23rd Ed, 4500-NO3-B 2017"
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Nitrit Sebagai N,mg/L,2022,April,0.027,0.06,SNI 06-6989.9-2004
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Zn terlarut,mg/L,2022,April,0.015,0.05,SNI-06-6989.84:2019
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Sulfat,mg/L,2022,April,36.4,300,SNI 6989.20-2019
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Residu Terlarut (TDS),mg/L,2022,Mei,183.0,1000,TDS portablemeter
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Suhu,?C,2022,Mei,29.2,suhu udara ? 3?C,SNI 06 - 6989.23 - 2005
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",DHL,?mhos/cm,2022,Mei,360.0,Tidak dipersyaratkan,SNI 6989.1:2019
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Warna,TCU,2022,Mei,47.0,50,SNI 6989.80:2011
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",pH,,2022,Mei,6.43,9-Jun,SNI 6989.11 : 2019
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",klorida,mg/L,2022,Mei,14.1,800,SNI 6989.19-2009
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",COD,mg/L,2022,Mei,4.6,25,SNI 6989.2-2019
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",BOD,mg/L,2022,Mei,4.5,3,SNI 6989.72 :2009
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",DO,mg/L,2022,Mei,7.4,4,APHA 4500-O G. 2017
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Cu Terlarut,mg/L,2022,Mei,0.018,0.02,SNI 6989.6: 2009
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Ortofosfat,mg/L,2022,Mei,0.52,Tidak dipersyaratkan,SNI 6989-31:2021
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Nitrat Sebagai N,mg/L,2022,Mei,2.07,10,"SM APHA 23rd Ed, 4500-NO3-B 2017"
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Nitrit Sebagai N,mg/L,2022,Mei,0.039,0.06,SNI 06-6989.9-2004
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Zn terlarut,mg/L,2022,Mei,0.015,0.05,SNI-06-6989.84:2019
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Sulfat,mg/L,2022,Mei,29.4,300,SNI 6989.20-2019
Mikrobiologi Air Sungai,338,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Faecal Coliform,MPN/100 ml,2022,Mei,240.0,1000,"APHA 22nd Edition, 9221 E, 2012"
Mikrobiologi Air Sungai,338,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Total coliform,MPN/100 ml,2022,Mei,240.0,5000,"APHA 22nd Edition, 9221 B, 2012"
Air Sungai,349,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Residu Terlarut (TDS),mg/L,2022,Juni,175.0,1000,TDS portablemeter
Air Sungai,349,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Suhu,?C,2022,Juni,28.2,suhu udara ? 3?C,SNI 06 - 6989.23 - 2005
Air Sungai,349,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",DHL,?mhos/cm,2022,Juni,348.0,Tidak dipersyaratkan,SNI 6989.1:2019
Air Sungai,349,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Warna,TCU,2022,Juni,57.0,50,SNI 6989.80:2011
Air Sungai,349,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",pH,,2022,Juni,6.37,9-Jun,SNI 6989.11 : 2019
Air Sungai,349,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",klorida,mg/L,2022,Juni,12.6,800,SNI 6989.19-2009
Air Sungai,349,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",COD,mg/L,2022,Juni,4.9,25,SNI 6989.2-2019
Air Sungai,349,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",BOD,mg/L,2022,Juni,1.9,3,SNI 6989.72 :2009
Air Sungai,349,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",DO,mg/L,2022,Juni,5.9,4,APHA 4500-O G. 2017
Air Sungai,349,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Cu Terlarut,mg/L,2022,Juni,0.018,0.02,SNI 6989.6: 2009
Air Sungai,349,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Ortofosfat,mg/L,2022,Juni,0.3,Tidak dipersyaratkan,SNI 6989-31:2021
Air Sungai,349,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Nitrat Sebagai N,mg/L,2022,Juni,2.057,10,"SM APHA 23rd Ed, 4500-NO3-B 2017"
Air Sungai,349,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Nitrit Sebagai N,mg/L,2022,Juni,0.059,0.06,SNI 06-6989.9-2004
Air Sungai,349,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Zn terlarut,mg/L,2022,Juni,0.015,0.05,SNI-06-6989.84:2019
Air Sungai,349,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Sulfat,mg/L,2022,Juni,38.2,300,SNI 6989.20-2019
Mikrobiologi Air Sungai,352,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Faecal Coliform,MPN/100 ml,2022,Juni,68.0,1000,"APHA 22nd Edition, 9221 E, 2012"
Mikrobiologi Air Sungai,352,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Total coliform,MPN/100 ml,2022,Juni,49.0,5000,"APHA 22nd Edition, 9221 B, 2012"
Air Sungai,386,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Residu Terlarut (TDS),mg/L,2022,Juli,248.0,1000,TDS portablemeter
Air Sungai,386,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Suhu,?C,2022,Juli,28.2,suhu udara ? 3?C,SNI 06 - 6989.23 - 2005
Air Sungai,386,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",DHL,?mhos/cm,2022,Juli,375.0,Tidak dipersyaratkan,SNI 6989.1:2019
Air Sungai,386,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Warna,TCU,2022,Juli,77.0,50,SNI 6989.80:2011
Air Sungai,386,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",pH,,2022,Juli,6.46,9-Jun,SNI 6989.11 : 2019
Air Sungai,386,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",klorida,mg/L,2022,Juli,25.2,800,SNI 6989.19-2009
Air Sungai,386,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",COD,mg/L,2022,Juli,4.0,25,SNI 6989.2-2019
Air Sungai,386,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",BOD,mg/L,2022,Juli,1.0,3,SNI 6989.72 :2009
Air Sungai,386,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",DO,mg/L,2022,Juli,5.1,4,APHA 4500-O G. 2017
Air Sungai,386,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Cu Terlarut,mg/L,2022,Juli,0.018,0.02,SNI 6989.6: 2009
Air Sungai,386,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Ortofosfat,mg/L,2022,Juli,0.6,Tidak dipersyaratkan,SNI 6989-31:2021
Air Sungai,386,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Nitrat Sebagai N,mg/L,2022,Juli,2.846,10,"SM APHA 23rd Ed, 4500-NO3-B 2017"
Air Sungai,386,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Nitrit Sebagai N,mg/L,2022,Juli,0.089,0.06,SNI 06-6989.9-2004
Air Sungai,386,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Zn terlarut,mg/L,2022,Juli,0.015,0.05,SNI-06-6989.84:2019
Air Sungai,386,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Sulfat,mg/L,2022,Juli,19.6,300,SNI 6989.20-2019
Mikrobiologi Air Sungai,387,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Faecal Coliform,MPN/100 ml,2022,Juli,27.0,1000,"APHA 22nd Edition, 9221 E, 2012"
Mikrobiologi Air Sungai,387,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Total coliform,MPN/100 ml,2022,Juli,79.0,5000,"APHA 22nd Edition, 9221 B, 2012"
Air Sungai,394,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Residu Terlarut (TDS),mg/L,2022,Agustus,218.0,1000,TDS portablemeter
Air Sungai,394,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Suhu,?C,2022,Agustus,27.6,suhu udara ? 3?C,SNI 06 - 6989.23 - 2005
Air Sungai,394,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",DHL,?mhos/cm,2022,Agustus,324.0,Tidak dipersyaratkan,SNI 6989.1:2019
Air Sungai,394,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Warna,TCU,2022,Agustus,55.0,50,SNI 6989.80:2011
Air Sungai,394,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",pH,,2022,Agustus,6.65,9-Jun,SNI 6989.11 : 2019
Air Sungai,394,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",klorida,mg/L,2022,Agustus,33.2,800,SNI 6989.19-2009
Air Sungai,394,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",COD,mg/L,2022,Agustus,2.2,25,SNI 6989.2-2019
Air Sungai,394,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",BOD,mg/L,2022,Agustus,1.5,3,SNI 6989.72 :2009
Air Sungai,394,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",DO,mg/L,2022,Agustus,6.8,4,APHA 4500-O G. 2017
Air Sungai,394,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Cu Terlarut,mg/L,2022,Agustus,0.018,0.02,SNI 6989.6: 2009
Air Sungai,394,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Ortofosfat,mg/L,2022,Agustus,0.7,Tidak dipersyaratkan,SNI 6989-31:2021
Air Sungai,394,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Nitrat Sebagai N,mg/L,2022,Agustus,2.967,10,"SM APHA 23rd Ed, 4500-NO3-B 2017"
Air Sungai,394,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Nitrit Sebagai N,mg/L,2022,Agustus,0.099,0.06,SNI 06-6989.9-2004
Air Sungai,394,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Zn terlarut,mg/L,2022,Agustus,0.015,0.05,SNI-06-6989.84:2019
Air Sungai,394,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Sulfat,mg/L,2022,Agustus,36.4,300,SNI 6989.20-2019
Mikrobiologi Air Sungai,395,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Faecal Coliform,MPN/100 ml,2022,Agustus,49.0,1000,"APHA 22nd Edition, 9221 E, 2012"
Mikrobiologi Air Sungai,395,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Total coliform,MPN/100 ml,2022,Agustus,23.0,5000,"APHA 22nd Edition, 9221 B, 2012"
Air Sungai,453,Sungai Code Jembatan Gondolayu,"TITIK 2 JEMBATAN GONDOLAYU (Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia)","-7.782707,110.370940",Residu Terlarut (TDS),mg/L,2022,September,265.0,1000,TDS portablemeter
Air Sungai,453,Sungai Code Jembatan Gondolayu,"TITIK 2 JEMBATAN GONDOLAYU (Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia)","-7.782707,110.370940",Suhu,?C,2022,September,27.6,suhu udara ? 3?C,SNI 06 - 6989.23 - 2005
Air Sungai,453,Sungai Code Jembatan Gondolayu,"TITIK 2 JEMBATAN GONDOLAYU (Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia)","-7.782707,110.370940",DHL,?mhos/cm,2022,September,378.0,Tidak dipersyaratkan,SNI 6989.1:2019
Air Sungai,453,Sungai Code Jembatan Gondolayu,"TITIK 2 JEMBATAN GONDOLAYU (Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia)","-7.782707,110.370940",Warna,TCU,2022,September,102.0,50,SNI 6989.80:2011
Air Sungai,453,Sungai Code Jembatan Gondolayu,"TITIK 2 JEMBATAN GONDOLAYU (Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia)","-7.782707,110.370940",pH,,2022,September,6.58,9-Jun,SNI 6989.11 : 2019
Air Sungai,453,Sungai Code Jembatan Gondolayu,"TITIK 2 JEMBATAN GONDOLAYU (Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia)","-7.782707,110.370940",klorida,mg/L,2022,September,45.5,800,SNI 6989.19-2009
